235
2599.53 1637.76 -20.0 0
2599.97 1970.33 -12.0 0
2494.75 1970.14 -8.25231 0
2494.99 1919.85 -8.25231 0
2494.89 1862.29 -8.25231 0
2495.04 1805.17 -8.25231 0
2494.74 1798.74 -8.25231 0
2494.05 1792.31 -8.25231 0
2493.26 1786.38 -8.25231 0
2491.98 1780.05 -8.25231 0
2490.29 1773.92 -8.25231 0
2488.22 1767.89 -8.25231 0
2486.04 1762.25 -8.25231 0
2483.37 1756.71 -8.25231 0
2480.11 1750.88 -8.25231 0
2451.53 1701.13 -8.25231 0
2448.07 1695.59 -8.25231 0
2444.31 1690.45 -8.25231 0
2440.55 1685.6 -8.25231 0
2436.49 1681.06 -8.25231 0
2431.95 1676.6 -8.25231 0
2427.1 1672.45 -8.25231 0
2422.35 1668.59 -8.25231 0
2417.21 1664.84 -8.25231 0
2411.57 1661.47 -8.25231 0
2405.64 1658.31 -8.25231 0
2399.9 1655.74 -8.25231 0
2393.77 1653.36 -8.25231 0
2388.13 1651.49 -8.25231 0
2381.9 1649.9 -8.25231 0
2375.67 1648.82 -8.25231 0
2369.54 1647.73 -8.25231 0
2363.21 1647.23 -8.25231 0
2356.76 1647.27 -8.25231 0
2242.23 1647.25 -8.25231 0
2235.79 1647.46 -8.25231 0
2229.43 1647.95 -8.25231 0
2223.28 1649.0 -8.25231 0
2217.12 1650.26 -8.25231 0
2210.97 1651.94 -8.25231 0
2205.09 1653.97 -8.25231 0
2199.22 1656.27 -8.25231 0
2193.63 1658.93 -8.25231 0
2187.82 1662.15 -8.25231 0
2138.22 1690.68 -8.25231 0
2088.78 1719.28 -8.25231 0
2042.14 1746.2 -8.25231 0
2036.05 1749.56 -8.25231 0
2030.67 1752.29 -8.25231 0
2024.72 1754.81 -8.25231 0
2018.71 1756.97 -8.25231 0
2012.63 1758.79 -8.25231 0
2006.61 1760.19 -8.25231 0
2000.32 1761.24 -8.25231 0
1993.93 1761.92 -8.25231 0
1987.75 1762.27 -8.25231 0
1980.75 1762.34 -8.25231 0
1698.03 1762.31 -8.25231 0
1405.54 1762.41 -8.25231 0
1396.1 1762.34 -8.25231 0
1310.39 1762.4 -8.25231 0
1300.89 1762.3 -8.25231 0
1294.07 1762.3 -8.25231 0
1287.74 1761.9 -8.25231 0
1281.56 1761.01 -8.25231 0
1275.33 1759.92 -8.25231 0
1269.2 1758.44 -8.25231 0
1263.16 1756.61 -8.25231 0
1257.18 1754.34 -8.25231 0
1251.44 1751.87 -8.25231 0
1245.86 1749.05 -8.25231 0
1239.87 1745.59 -8.25231 0
1234.63 1742.07 -8.25231 0
1229.64 1738.32 -8.25231 0
1224.79 1734.16 -8.25231 0
1220.24 1729.76 -8.25231 0
1215.99 1725.21 -8.25231 0
1211.94 1720.32 -8.25231 0
1208.18 1715.37 -8.25231 0
1204.77 1710.03 -8.25231 0
1201.35 1703.95 -8.25231 0
1198.58 1698.41 -8.25231 0
1196.21 1692.53 -8.25231 0
1194.04 1686.59 -8.25231 0
1192.26 1680.56 -8.25231 0
1190.77 1674.43 -8.25231 0
1189.63 1668.25 -8.25231 0
1188.99 1661.82 -8.25231 0
1188.65 1655.59 -8.25231 0
1188.55 1652.08 -8.27368 0
1188.55 1645.75 -8.34823 0
1188.65 1639.62 -8.71089 0
1188.55 1633.24 -9.19444 0
1188.6 1627.16 -9.85931 0
1188.55 1621.03 -10.6463 0
1188.6 1614.8 -11.7041 0
1188.6 1608.57 -12.8525 0
1188.55 1602.63 -14.2427 0
1188.53 1596.3 -15.8142 0
1188.72 1541.0 -30.6091 0
1188.62 1534.47 -32.2411 0
1188.62 1528.24 -33.5708 0
1188.62 1522.11 -34.7192 0
1188.62 1515.88 -35.7468 0
1188.62 1509.55 -36.593 0
1188.62 1503.22 -37.137 0
1188.62 1496.79 -37.6205 0
1188.6 1490.45 -37.8623 0
1188.52 1483.83 -38.0116 0
1188.54 1258.26 -37.9717 0
1188.54 1255.11 -37.9717 0
1188.26 1248.4 -37.9717 0
1187.7 1242.25 -37.9717 0
1186.79 1235.95 -37.9717 0
1185.46 1229.87 -37.9717 0
1183.85 1223.79 -37.9717 0
1181.83 1217.77 -37.9717 0
1179.32 1211.75 -37.9717 0
1176.7 1206.16 -37.9717 0
1173.68 1200.53 -37.9717 0
1170.22 1194.89 -37.9717 0
1166.56 1189.85 -37.9717 0
1162.65 1184.85 -37.9717 0
1158.4 1180.2 -37.9717 0
1154.0 1175.8 -37.9717 0
1149.2 1171.6 -37.9717 0
1144.31 1167.69 -37.9717 0
1139.12 1164.03 -37.9717 0
1133.78 1160.67 -37.9717 0
1130.65 1158.93 -37.9717 0
687.692 903.402 -37.9717 0
145.262 590.435 -37.9717 0
139.377 586.924 -38.0161 0
134.086 583.759 -37.9859 0
128.845 580.1 -37.8197 0
123.801 576.144 -37.4872 0
118.807 571.892 -37.1699 0
114.109 567.54 -36.776 0
109.412 563.09 -36.4134 0
104.665 558.689 -35.9903 0
99.8189 554.288 -35.5974 0
94.4785 549.739 -35.2632 0
89.3854 545.833 -35.0517 0
84.0945 542.322 -34.9761 0
78.3585 538.96 -34.8855 0
72.672 536.19 -34.5755 0
66.9855 533.669 -34.1385 0
61.1505 531.493 -33.614 0
55.1179 529.713 -33.0371 0
48.9863 528.378 -32.4419 0
42.8549 527.339 -31.9873 0
36.6244 526.696 -31.6901 0
30.3445 526.35 -31.5853 0
24.7122 526.411 -31.5853 0
-43.5571 526.441 -31.6649 0
-52.8533 526.392 -31.6649 0
-60.2705 526.491 -31.6649 0
-67.6877 526.392 -31.6649 0
-75.105 526.145 -31.6649 0
-82.4727 525.65 -31.6649 0
-89.8405 524.908 -31.6649 0
-97.1093 523.919 -31.6649 0
-104.477 522.881 -31.6649 0
-111.697 521.496 -31.6649 0
-119.015 519.914 -31.6649 0
-126.135 518.183 -31.6649 0
-133.256 516.205 -31.6649 0
-140.327 514.03 -31.6649 0
-147.299 511.607 -31.6649 0
-154.321 509.134 -31.6649 0
-161.194 506.365 -31.6649 0
-167.87 503.398 -31.6649 0
-174.594 500.333 -31.6649 0
-181.171 497.02 -31.6649 0
-187.599 493.311 -31.6649 0
-194.077 489.652 -31.6649 0
-200.456 485.844 -31.6649 0
-208.417 481.097 -31.6649 0
-213.312 478.378 -31.6649 0
-219.641 474.62 -31.6649 0
-232.316 466.961 -31.665 0
-245.035 459.698 -31.665 0
-258.043 452.276 -31.665 0
-269.231 445.708 -31.6649 0
-302.428 428.046 -31.6649 0
500.0 -2537.77 3.93002 0
628.355 -2537.84 3.93004 0
635.002 -2537.84 3.93004 0
641.425 -2537.61 3.93004 0
647.458 -2537.11 3.93004 0
652.373 -2536.38 3.93004 0
656.562 -2535.77 3.93004 0
661.533 -2534.71 3.93004 0
666.951 -2533.31 3.93004 0
672.089 -2531.75 3.93004 0
677.563 -2529.79 3.93004 0
682.088 -2528.06 3.93004 0
688.343 -2525.1 3.93004 0
693.538 -2522.36 3.93004 0
699.291 -2518.96 3.93004 0
704.318 -2515.49 3.93004 0
707.948 -2512.81 3.93004 0
712.472 -2509.18 3.93004 0
716.717 -2505.5 3.93004 0
720.013 -2502.26 3.93004 0
723.587 -2498.46 3.93004 0
726.883 -2494.72 3.93004 0
729.899 -2490.97 3.93004 0
732.915 -2486.95 3.93004 0
735.596 -2483.1 3.93004 0
738.668 -2478.18 3.93004 0
740.735 -2474.44 3.93004 0
742.969 -2470.14 3.93004 0
745.091 -2465.56 3.93004 0
747.158 -2460.53 3.93004 0
749.169 -2454.95 3.93004 0
750.677 -2450.03 3.93004 0
751.906 -2445.45 3.93004 0
752.967 -2440.59 3.93004 0
753.861 -2435.62 3.93004 0
754.587 -2429.76 3.93004 0
755.145 -2424.23 3.93004 0
755.257 -2419.37 3.93004 0
755.313 -2415.07 3.93004 0
755.313 -2410.04 3.93004 0
755.369 -2405.13 3.93004 0
755.313 -2399.37 3.93004 0
755.313 -2393.9 3.93004 0
755.48 -2389.04 3.93004 0
755.76 -2385.19 3.93004 0
756.151 -2381.11 3.93004 0
756.765 -2376.92 3.93004 0
757.491 -2372.67 3.93004 0
758.385 -2367.48 3.93004 0
760.785 -2353.72 3.93004 0
